STOPS_NO,STOPS_NM,XCRD,YCRD,NODE_ID,STOPS_TYPE
03529,후암동종점,126.9813662289,37.5467007949,102900063,마을버스
03530,용산구청,126.991477,37.530573,102900076,마을버스
03532,용산고등학교,126.9795092308,37.5461364014,102900030,마을버스
03533,외빈차고,126.992242,37.531832,102900077,마을버스
03534,효창공원앞역.이봉창역사울림관,126.9614323385,37.5396710223,102900029,마을버스
03537,청화아파트,126.995387,37.531157,102900078,마을버스
03540,용산경찰서,126.969805735,37.5410233025,102900027,마을버스
03541,숙대역7번출구,126.9722967638,37.5434757805,102900026,마을버스
03542,보광동삼거리,126.996811,37.530752,102900025,마을버스
03543,중앙하이츠빌라,126.9594786383,37.5385683269,102900072,마을버스
03544,원효우체국,126.967353845,37.538967266,102900024,마을버스
03545,보광초등학교,126.99673,37.531373,102900023,마을버스
03546,용문동시장.새마을금고,126.9596343248,37.5373482951,102900022,마을버스
03550,용문동주민센터,126.9591190202,37.5381473907,102900073,마을버스
03551,문배어린이공원,126.9697251251,37.5369383946,102900020,마을버스
03552,문배어린이공원,126.9695900372,37.5371431249,102900019,마을버스
03561,신용산역,126.9674544999,37.5299166547,102900015,마을버스
03564,용산우체국,126.9703153999,37.531376286,102900012,마을버스
03565,숙대역5번출구,126.9725114972,37.54403813,102900011,마을버스
03567,삼각지역,126.9732731006,37.5345065492,102900058,마을버스
03568,갈월동,126.9720930552,37.5463241118,102900068,마을버스
03569,보광초등학교후문앞,126.995635,37.533162,102900057,마을버스
03571,동자경로당,126.9741955461,37.5502867059,102900056,마을버스
03572,이태원역앞,126.9957,37.534339,102900055,마을버스
03573,녹사평역.용산구청,126.9871837649,37.5351395786,102900054,마을버스
03574,후암시장,126.9768043541,37.5500664789,102900053,마을버스
03577,후암동주민센터앞,126.9777057507,37.5483644838,102900051,마을버스
03578,제일기획,126.998418,37.53495,102900084,마을버스
03579,대성교회,126.9884520307,37.5386999666,102900081,마을버스
03580,용산고,126.9789524928,37.5459083263,102900050,마을버스
03581,성도약국,126.9894307824,37.5392776612,102900049,마을버스
03582,후암동종점,126.9813594882,37.5465016517,102900048,마을버스
03583,디지텍고등학교앞,126.9918569023,37.5397139842,102900047,마을버스
03584,큰빛의집앞,126.9819077271,37.5444832826,102900046,마을버스
03585,가야랑앞,126.9937523252,37.5400889559,102900082,마을버스
03586,신흥교회앞,126.983387942,37.5446231699,102900045,마을버스
03588,해방촌오거리,126.9853964787,37.5457029481,102900044,마을버스
03589,남산교회입구,126.9866223212,37.5445505919,102900043,마을버스
03590,우리들가정의원,126.9876591627,37.5432423134,102900042,마을버스
03591,용암한신아파트,126.9874137344,37.5423880484,102900041,마을버스
03592,용암경로당입구,126.9869601654,37.5410985304,102900040,마을버스
03593,한신아파트,126.986557682,37.5389881171,102900039,마을버스
03594,갑을빌딩,126.9720388292,37.5490958683,102900089,마을버스
03595,리버힐삼성아파트후문,126.9487207623,37.5349462412,102900091,마을버스
03596,만리시장입구,126.9630412782,37.5515678017,102900038,마을버스
03597,배문중고등학교,126.9636168092,37.5503749309,102900037,마을버스
03598,청파초등학교,126.9633754859,37.5485834792,102900036,마을버스
03648,동부이촌동,126.9726729953,37.520139253,102000263,일반차로
03649,강촌APT,126.9761942244,37.5191000398,102000262,일반차로
03680,남산그랜드하얏트호텔,126.9973678608,37.5398259716,102000272,일반차로
03688,청파초등학교,126.9635056923,37.5484699816,102900062,마을버스
03699,배문중고교,126.963728852,37.550381273,102900061,마을버스
03700,만리시장입구,126.9631453007,37.5517759871,102900060,마을버스
03709,청암자이아파트,126.9485683053,37.5348672272,102900090,마을버스
03710,신동아APT,126.9853623627,37.5175986035,102000273,일반차로
03728,신동아APT,126.9853034727,37.5179220911,102000257,일반차로
03729,강촌APT,126.9773129069,37.5189057287,102000256,일반차로
03730,동부이촌동,126.9718175157,37.5206779095,102000255,일반차로
03732,이촌동두산위브트레지움,126.9659919434,37.521493673,102000274,일반차로
03733,이촌동두산위브트레지움,126.9675735406,37.5215283595,102000275,일반차로
03734,이촌현대아파트.금강병원,126.9810408412,37.5177187363,102000276,일반차로
03735,이촌현대아파트.금강병원,126.978748041,37.5185081173,102000277,일반차로
03736,한남역,127.0067323413,37.5312068138,102000278,일반차로
03737,도원삼성래미안아파트단지내,126.9553881353,37.5381983039,102900092,마을버스
03742,한남동주민센터,127.000603,37.534102,102900086,마을버스
03743,용산CJ나인파크,126.9695530125,37.5358706647,102900088,마을버스
03744,용산e편한세상,126.9672212005,37.5344621995,102900087,마을버스
03748,이집트대사관.한남더힐아파트,127.011274684,37.535256866,102000282,일반차로
03749,이집트대사관.한남더힐아파트,127.0114310392,37.5362408844,102000281,일반차로
03750,한남역,127.0077438254,37.5305849943,102000283,일반차로
03751,한남동,127.008573227,37.5337569266,102000285,일반차로
03752,한남동,127.0085656637,37.533963153,102000284,일반차로
03753,필리핀대사관,126.995093255,37.5406999627,102900095,마을버스
03754,필리핀대사관,126.9951600296,37.5405702075,102900094,마을버스
03900,전쟁기념관,126.9734851953,37.5384014653,102000310,일반차로
03901,용산역,126.964794,37.527598,102000311,일반차로
03902,국립중앙박물관,126.9785496415,37.5208476177,102000312,일반차로
03903,이태원,126.9904416929,37.5343385918,102000313,일반차로
03904,남산서울타워,126.9909861872,37.5511419911,101000323,일반차로
03905,하얏트호텔,126.9972013482,37.5408918783,102000314,일반차로
04001,답십리역사거리,127.0543961703,37.5654496127,103000001,중앙차로
04002,청년회의소.서울새활용플라자,127.0604823356,37.5620353607,103000002,중앙차로
04003,장한평역,127.0660926512,37.5611899215,103000003,중앙차로
04101,상왕십리역,127.0290748599,37.5643358035,103000004,일반차로
04102,상왕십리역,127.0286812869,37.5646936321,103000005,일반차로
04103,왕십리센트라스아파트,127.0248051787,37.5652129966,103000006,일반차로
04104,왕십리교회,127.0236794054,37.566630044,103000007,일반차로
04105,뉴타운아파트,127.0269697789,37.5648723959,103000509,일반차로
04106,청계벽산아파트.텐즈힐아파트,127.0303755149,37.5688584755,103000008,일반차로
04107,청계벽산아파트.텐즈힐아파트,127.0300384029,37.5679598186,103000009,일반차로
04108,왕십리도선동주민센터,127.0246446774,37.5676164369,103000010,일반차로
04109,왕십리2동주민센터,127.0332625935,37.56244961,103000011,일반차로
04110,코스모타워.서울신용보증재단성동지점,127.032902865,37.5629822568,103000012,일반차로
04112,성동구청,127.0359164214,37.5631265853,103000014,가로변시간
04113,상왕십리역,127.030223,37.56493,103000015,일반차로
04114,상왕십리역.센트라스아파트,127.0299768448,37.5658601065,103000016,일반차로
04115,신금호역4번출구,127.0205310813,37.5541428107,103000515,일반차로
04116,마장동주민센터,127.04457376,37.5673234964,103000017,일반차로
04117,마장역,127.0422829487,37.5655987334,103000018,일반차로
04118,성동노인복지관,127.0415861333,37.5649375925,103000019,일반차로
04119,마장축산물시장,127.0380207293,37.5709505267,103000020,가로변전일
04120,마장축산물시장,127.0375113528,37.5702590064,103000021,가로변전일
04121,도선사거리,127.0369539875,37.5670208209,103000022,일반차로
04122,도선사거리,127.0364845717,37.5666487791,103000023,일반차로
04123,마장동금호아파트,127.041859032,37.5630713327,103000024,일반차로
04124,마장동금호아파트,127.0415811922,37.5621577226,103000025,일반차로
04125,한양대부속고등학교,127.0414131621,37.5609241011,103000026,일반차로
04126,한양대부속고등학교,127.0411546041,37.5603881249,103000027,일반차로
04127,한양대앞.한양시장,127.0409668475,37.5585823987,103000028,일반차로
04128,한양대앞,127.0406535419,37.5585254607,103000029,일반차로
04129,한양대정문,127.0431286432,37.5563883665,103000030,일반차로
04130,한양대정문앞,127.0431384444,37.5569939038,103000031,가로변전일
04131,무학여고앞,127.0342332122,37.5578540014,103000032,일반차로
04132,무학여고,127.0338672615,37.5578953118,103000033,일반차로
04133,왕십리역,127.0361920228,37.5599473134,103000034,일반차로
04134,왕십리역,127.0362669183,37.5603365628,103000035,가로변시간
04135,왕십리역10번출구,127.0346872504,37.5607235444,103000036,일반차로
04136,행당1동주민센터,127.0384039964,37.5582671772,103000037,일반차로
04137,서울숲삼부아파트,127.0379492742,37.5587230766,103000038,일반차로
04138,응봉동주민센터,127.0335007802,37.5533989566,103000039,일반차로
04139,응봉동주민센터,127.0334386918,37.5537612141,103000040,일반차로
04140,응봉사거리,127.0344580408,37.5552918803,103000041,일반차로
04141,응봉동현대아파트,127.0305745164,37.5497324573,103000042,일반차로
04142,응봉동현대아파트,127.0309,37.550222,103000043,일반차로
04143,대현산배수지공원입구,127.0200356974,37.5564740008,103000044,일반차로
04145,신금호역,127.020117586,37.5556051708,103000046,일반차로
04146,신금호역,127.0199214015,37.5556768698,103000047,일반차로
04147,금호고등학교,127.0219550538,37.5534780746,103000048,일반차로
04148,금호고등학교.금호자이1차아파트입구,127.0229328751,37.5531077251,103000049,일반차로
04149,금호동벽산아파트,127.0256791281,37.5511643996,103000050,일반차로
04150,래미안하이리버아파트,127.0254234439,37.5514582119,103000051,일반차로
04151,금호사거리,127.02606314,37.5488791385,103000052,일반차로
04152,금호사거리,127.0259773298,37.5494639682,103000053,일반차로
04153,금남시장앞.백범학원터,127.0218686315,37.5480852238,103000054,일반차로
04154,금남시장앞.백범학원터,127.022487755,37.5482887551,103000055,일반차로
04155,금호역,127.0162669926,37.5477283731,103000056,일반차로
04156,금호역,127.0154795051,37.5485477051,103000057,일반차로
04157,금옥초등학교앞,127.0198923146,37.5469673139,103000058,일반차로
04158,금옥초등학교앞,127.0182356475,37.5462572048,103000059,일반차로
04159,힐스테이트서울숲리버아파트,127.0270575925,37.5478877101,103000060,일반차로
04160,삼성래미안아파트앞,127.0275127211,37.5483498668,103000061,일반차로
04161,옥수삼성아파트.래미안옥수리버젠,127.0148475565,37.5436204852,103000062,일반차로
04162,옥수삼성아파트.래미안옥수리버젠,127.0146552078,37.5438034317,103000063,일반차로
04163,미타사입구,127.0168373163,37.5448556208,103000064,일반차로
04164,래미안옥수리버젠.옥수중앙교회,127.0148446166,37.5459155767,103000065,일반차로
04165,래미안옥수리버젠.옥수중앙교회,127.014698,37.545782,103000066,가로변전일
04166,옥수파크힐스아파트앞,127.0130389488,37.5471160945,103000506,일반차로
04167,옥수파크힐스아파트앞,127.0130159995,37.5470204344,103000507,일반차로
04168,옥수동회차지,127.012436,37.549361,103000069,일반차로
04169,옥정중학교입구,127.011302745,37.5409040726,103000070,일반차로
04170,옥정중학교입구,127.0109994635,37.5408770683,103000071,일반차로
04171,성수1가1동새마을금고,127.0495477418,37.5382204647,103000072,일반차로
04172,성수1가새마을금고,127.0495105089,37.5383306996,103000073,일반차로
04173,천주교성수동성당앞,127.0461393549,37.5393704675,103000074,일반차로
04174,천주교성수동성당앞,127.0460740289,37.539305526,103000075,일반차로
04175,뚝도아리수정수센터.수도박물관,127.044202626,37.5409772406,103000076,일반차로
04176,뚝도아리수정수센터.수도박물관,127.04399,37.541407,103000077,일반차로
04177,서울숲역2번출구,127.044692,37.542958,103000078,일반차로
04178,서울숲역3번출구,127.0444980594,37.5430629438,103000079,일반차로
04179,성동구민종합체육센터,127.0448960891,37.5460719745,103000080,일반차로
04180,성동구민종합체육센터,127.0445340491,37.5464979897,103000081,일반차로
04181,성원중학교후문,127.0503149591,37.5399724321,103000082,일반차로
04182,성원중학교후문,127.050759594,37.5400388326,103000083,일반차로
04183,경일초등학교입구,127.0463723692,37.5410800235,103000084,일반차로
04184,경일초등학교입구,127.0460161257,37.5413797453,103000085,일반차로
04185,성동교남단.서울숲리버포레,127.0444566298,37.5495163646,103000086,일반차로
04186,성동교남단.서울숲리버포레,127.0439627696,37.5505075164,103000087,일반차로
04187,상원,127.0460506002,37.5514371326,103000088,일반차로
04188,상원,127.0466618972,37.551747737,103000089,일반차로
04189,영동대교북단,127.0607392694,37.5369424226,103000090,일반차로
04190,경수중학교,127.0624288917,37.5397602612,103000091,일반차로
04191,성수119안전센터,127.060132085,37.5373416869,103000092,일반차로
04192,성수119안전센터,127.059997,37.537532,103000093,일반차로
04193,경수중학교,127.0570118184,37.5381650347,103000094,일반차로
04194,경수중학교,127.0572982039,37.5382865442,103000095,일반차로
04195,뚝도시장,127.0553996133,37.5385866142,103000096,일반차로
04196,뚝도시장,127.0552587843,37.5388507297,103000097,일반차로
04197,성원중.성수2가제1동주민센터,127.0534264696,37.5390939396,103000098,일반차로
04198,성원중.성수2가제1동주민센터,127.052845,37.539511,103000099,일반차로
04199,서울숲지구대앞,127.0523417008,37.537867716,103000100,일반차로
04200,서울숲지구대앞,127.0522588868,37.5380509168,103000101,일반차로
04201,뚝도시장구길,127.05527,37.537192,103000102,일반차로
04202,뚝도시장구길,127.0549267531,37.5375520694,103000103,일반차로
04203,성수동진주타운,127.0574889191,37.536617437,103000104,일반차로
04204,성수동진주타운,127.0574923078,37.536759089,103000105,일반차로
04205,성덕정길입구,127.059982,37.536356,103000106,일반차로
04206,성덕정길입구,127.06006565,37.5364382069,103000107,일반차로
04207,화양사거리,127.0666629344,37.5472776746,103000108,일반차로
04208,성수사거리.성수초등학교,127.0641612973,37.5428218897,103000109,일반차로
04209,서울효사랑병원,127.0632745484,37.5412636389,103000110,일반차로
04210,성수2가3동주민센터,127.0553883888,37.5496243675,103000111,일반차로
04211,제인병원,127.0568366874,37.5493511273,103000112,일반차로
04212,성동세무서앞,127.0621853946,37.5479946812,103000113,일반차로
04213,성동세무서,127.064337342,37.548239128,103000114,일반차로
04214,송정동서울숲아이파크,127.0692473283,37.551825481,103000115,일반차로
04215,송정동건영아파트,127.07115,37.555205,103000116,일반차로
04216,군자교남단,127.0724414557,37.5575371596,103000117,일반차로
04217,신답역,127.0475025717,37.570211077,103000118,일반차로
04218,용답동로데오거리.답십리역,127.0539458148,37.5657033305,103000119,일반차로
04221,서울교통공사.서울새활용플라자,127.0569134234,37.5620495039,103000120,일반차로
04222,뚝섬서울숲,127.036601198,37.544618041,103000121,일반차로
04223,뚝섬서울숲,127.0363946274,37.5456718598,103000122,일반차로
04226,사근동하이츠아파트앞,127.0486060331,37.5611984155,103000125,일반차로
04227,사근동하이츠아파트앞,127.0486881757,37.561306176,103000126,일반차로
04228,사근동주민센터,127.0456489178,37.5608144197,103000127,일반차로
04229,사근동주민센터,127.0457112392,37.5609315252,103000128,일반차로
04230,사근고개,127.0445908781,37.5611617078,103000129,일반차로
04231,사근고개,127.0445101518,37.5612555615,103000130,일반차로
04232,한양지구대,127.0420211147,37.5602143513,103000131,일반차로
04233,한양지구대,127.0419242341,37.5602445802,103000132,일반차로
04234,사근동벽산아파트,127.0499269056,37.5601892041,103000133,일반차로
04236,뚝섬역8번출구,127.0455095172,37.5476928251,103000134,일반차로
04237,뚝섬역2번출구,127.046846,37.547575,103000135,일반차로
04238,뚝섬역5번출구,127.0492754339,37.5464803389,103000136,일반차로
04239,뚝섬역4번출구,127.0492756444,37.5468001934,103000137,일반차로
04240,성수역1번출구,127.0538293527,37.5454196769,103000138,일반차로
04241,SK테크노빌딩앞,127.050228,37.545888,103000139,일반차로
04242,SK테크노빌딩앞,127.0500259308,37.545769848,103000140,일반차로
04243,경동초등학교입구,127.0494809367,37.5437724292,103000141,일반차로
04244,경동초등학교입구,127.049212934,37.5433912967,103000142,일반차로
04245,경일초등학교앞,127.0482363415,37.5407684319,103000143,일반차로
04246,경일초등학교앞,127.0481685479,37.540919377,103000144,일반차로
04247,한양여대앞,127.0503,37.55951,103000145,일반차로
04252,도선고등학교.꽃재교회,127.0277827978,37.5670932118,103000150,일반차로
04253,성수역4번출구,127.054582,37.544788,103900215,일반차로
04254,리버하우스,127.0510060889,37.5509002648,103000152,일반차로
04255,리버하우스,127.0506905447,37.5512302013,103000153,일반차로
04256,성수사거리,127.062352,37.542562,103900213,일반차로
04257,성수사거리,127.0623621248,37.5427980761,103900214,일반차로
04258,성동제일새마을금고,127.0471032979,37.560811596,103000156,일반차로
04259,성동제일새마을금고,127.0473012813,37.560884127,103000157,일반차로
04261,청계9가.텐즈힐2단지정문앞,127.0255654313,37.570749453,103000159,일반차로
04264,뚝섬서울숲,127.0375618762,37.5434527836,103000162,일반차로
04265,서울숲1번출입구,127.0426958799,37.5422230617,103000163,일반차로
04266,서울숲1번출입구,127.042974358,37.5419781098,103000164,일반차로
04267,용답휴식공원,127.0480538231,37.5693121111,103000165,일반차로
04268,용답휴식공원,127.0479373245,37.5695541839,103000166,일반차로
04269,성수2가3동주민센터,127.0542376417,37.5504251323,103000167,일반차로
04270,극동그린아파트앞,127.0113916813,37.5420008413,103000168,일반차로
04271,마장역,127.0430338383,37.5663469729,103000169,일반차로
04272,행당신동아.행당푸르지오아파트,127.0340192689,37.5561408382,103000170,일반차로
04273,숭신초등학교,127.028195858,37.5671676226,103000171,일반차로
04275,극동아파트,127.0239338279,37.5580974527,103000172,일반차로
04276,풍림아파트,127.0239062231,37.5591427175,103000173,일반차로
04277,벽산아파트,127.0256885739,37.555602288,103000174,일반차로
04278,대림아파트,127.0249260274,37.5565738309,103000175,일반차로
04279,행당역,127.0290982639,37.557000896,103000176,일반차로
04280,행당역,127.0287643907,37.557079373,103000177,일반차로
04281,무학중학교,127.0330162995,37.5583911544,103000178,일반차로
04282,극동그린아파트,127.011904958,37.5420646255,103000179,일반차로
04286,성수동차고지,127.055682,37.535793,103000183,일반차로
04288,성수두산위브아파트,127.0585185177,37.5365921538,103000185,일반차로
04289,왕십리자이.신당현대아파트,127.02363,37.560847,103000186,일반차로
04290,왕십리자이.신당현대아파트,127.024102104,37.5611519007,103000187,일반차로
04291,성수두산위브아파트,127.058488,37.536507,103000188,일반차로
04293,우리은행화양동지점,127.0661376875,37.548116421,103000189,일반차로
04295,황학교.텐즈힐몰,127.0236037286,37.5700517505,103000191,일반차로
04298,마장동주민센터,127.0446425019,37.5670632137,105000455,일반차로
04301,왕십리광장.왕십리역7번출구,127.0368888269,37.5611283256,103000293,일반차로
04302,왕십리광장.왕십리역4번출구,127.037133352,37.561364441,103000292,일반차로
04303,한양대후문앞,127.0496759962,37.5556432919,103000297,일반차로
04304,왕십리도선동주민센터,127.0244126998,37.5678169566,103000295,일반차로
04305,한양여대앞,127.050619338,37.5592243864,103000296,일반차로
04306,행당중학교,127.043024,37.553781,103000505,일반차로
04307,살곶이체육공원앞,127.05101917,37.5563590432,103000516,일반차로
04500,송정동현대아이파크아파트,127.0686200823,37.5521871167,103900152,마을버스
04501,극동아파트5동,127.0110790155,37.5431595377,103900149,마을버스
04502,대우아파트관리실,127.0199839497,37.5462141244,103900142,마을버스
04504,신금호역,127.0204908209,37.5545931778,103900022,마을버스
04505,옥수역.한강버스선착장,127.016845,37.541382,103900150,마을버스
04506,송정동자치회관,127.0687627665,37.5508854915,104900130,마을버스
04507,대우아파트후문,127.0216589278,37.5469390691,103900143,마을버스
04509,금호1가동주민센터,127.02219553,37.5551290207,103900025,마을버스
04510,왕십리민자역사,127.0378535089,37.5618426928,103900116,마을버스
04511,무쇠막,127.0246947943,37.545277754,103900024,마을버스
04512,송정어린이집,127.0677474298,37.5490025833,103900295,마을버스
04514,대경생활과학고등학교,127.017537043,37.5559714265,103900026,마을버스
04515,금북초등학교.e편한세상금호105동,127.0237361041,37.5555378179,103900120,마을버스
04516,무학여고,127.0339123541,37.5574916088,103900065,마을버스
04517,힐스테이트서울숲리버,127.0253856278,37.5467445912,103900145,마을버스
04518,성수SKV1센터1동,127.0655811779,37.545816932,104900131,마을버스
04519,극동아파트상가,127.0121008716,37.5429197459,103900067,마을버스
04520,금호4가동주민센터.대도빌딩,127.0225635106,37.5480526537,103900027,마을버스
04521,화단삼거리,127.0198766785,37.5484174167,103900028,마을버스
04522,금호어린이집,127.0186201668,37.5567335018,103900068,마을버스
04523,논골.금호벽산아파트.성동공유센터,127.0253044367,37.5555394907,103900029,마을버스
04524,행당서울숲푸르지오상가앞,127.0338926682,37.5556173736,103900117,마을버스
04525,법학학술정보관,127.0485750382,37.5570403271,103900300,마을버스
04526,성수이비즈센터,127.0630583777,37.5465773977,103900296,마을버스
04527,한남하이츠아파트,127.0115923113,37.5400543105,103900069,마을버스
04528,금호사거리,127.0252690969,37.5480015945,103900070,마을버스
04529,금호산입구,127.0195736658,37.5567220851,103900031,마을버스
04530,한진아파트후문,127.0269971479,37.5560183016,103900032,마을버스
04531,신동아아파트후문,127.032693675,37.554894681,103900071,마을버스
04532,올림픽체육관맞은편,127.0492908049,37.5569341632,103900301,마을버스
04533,경수중학교입구,127.0600882973,37.5435110445,103900297,마을버스
04535,제일감리교회,127.0269036684,37.547866119,103900146,마을버스
04536,신금호역,127.019636929,37.5543806178,103900133,마을버스
04537,제3법학관,127.0486367607,37.556233909,103900302,마을버스
04538,행당서울숲푸르지오109동앞,127.0317164122,37.5544534388,103900034,마을버스
04539,벽산아파트정문,127.0252791565,37.5526575016,103900035,마을버스
04540,성수역2번출구,127.0576390687,37.5442691048,103900298,마을버스
04541,옥수종합사회복지관,127.0128519457,37.5408804856,103900037,마을버스
04542,응봉동현대아파트,127.0307682168,37.5498025299,103900126,마을버스
04544,행당2동주민센터,127.0306537631,37.5577375973,103900038,마을버스
04545,응봉경로당앞,127.031642249,37.5526279318,103900072,마을버스
04546,금호119안전센터,127.0247307916,37.5541870617,103900040,마을버스
04547,경동초등학교입구,127.0511563146,37.5458938897,103900299,마을버스
04548,옥수삼성아파트,127.0139484516,37.540635263,103900041,마을버스
04549,현대공업사앞,127.0325677907,37.549950728,103900074,마을버스
04550,두산상가후문.106동,127.0167386956,37.5491853986,103900134,마을버스
04551,중앙병원,127.0193175559,37.5519612784,103900075,마을버스
04552,무학중학교.무학여고,127.0331282771,37.5582100032,103900019,마을버스
04553,만물상회앞,127.0312234362,37.552827269,103900039,마을버스
04554,논골사거리,127.0248124231,37.5553150263,103900076,마을버스
04556,응봉초등학교.대림아파트,127.0334306978,37.5510678445,103900078,마을버스
04557,한신아파트,127.0192957404,37.5507538149,103900043,마을버스
04558,올림픽체육관앞,127.0496303854,37.5570151108,103900303,마을버스
04559,상봉노인정앞,127.030283193,37.5528739435,103900042,마을버스
04560,논골신협.대림아파트후문,127.0245743869,37.5577029753,105000454,일반차로
04562,옥수삼성아파트,127.0143207799,37.5407532621,103900079,마을버스
04563,응봉역.광희중,127.0344339086,37.5520425408,103900045,마을버스
04564,우리은행.백범학원터,127.0211726304,37.5480069051,103900080,마을버스
04566,금호공원,127.0195750088,37.5496769604,103900082,마을버스
04567,대현산체육관입구,127.0298541873,37.5530799025,103900122,마을버스
04568,한양대학교경영대학,127.0485297971,37.5570853955,103900304,마을버스
04570,옥수종합사회복지관,127.0132276487,37.5408867518,103900084,마을버스
04572,대우아파트입구,127.0191632324,37.5459834381,103900144,마을버스
04573,원형화단,127.0194898441,37.548592957,103900020,마을버스
04575,금봉어린이집.또또와마트,127.0288090654,37.5529061904,103900047,마을버스
04576,한양대병원후문,127.0419651568,37.5600051066,103900305,마을버스
04577,경수중학교입구,127.0596206188,37.5433629833,103900048,마을버스
04578,옥정중학교,127.0113322323,37.5413329917,103900049,마을버스
04579,응봉사거리,127.0345427336,37.5548674402,103900086,마을버스
04582,천은교회.성동청소년상담복지센터,127.0267906941,37.554695676,103900051,마을버스
04583,극동아파트상가,127.0123679427,37.5429116083,103900151,마을버스
04584,무학여고,127.0342554186,37.5577185854,103900088,마을버스
04585,한전입구,127.0351185322,37.5662652006,103900089,마을버스
04586,논골입구.성동공유센터,127.0255715552,37.5555496417,103900050,마을버스
04587,극동아파트7동,127.0127539602,37.5436189277,103900090,마을버스
04588,성동보건소,127.0331862828,37.566494637,103900112,마을버스
04589,행당역.대림아파트정문,127.0286715654,37.5570496595,103900123,마을버스
04590,청계벽산아파트,127.0303705362,37.568262437,103900052,마을버스
04591,논골.e편한세상금호114동,127.0246041221,37.55519162,103900124,마을버스
04593,코스모타워,127.0332903821,37.5627939863,103900113,마을버스
04594,화단앞,127.019653956,37.5486244682,103900091,마을버스
04595,성동사회복지관.청계천박물관,127.0334777845,37.5703034715,103900092,마을버스
04596,금호119안전센터,127.0245723767,37.5542636796,103900125,마을버스
04597,왕약국,127.0655472648,37.5483411874,103900093,마을버스
04599,금호공원,127.0197741925,37.5496507955,103900094,마을버스
04600,성동구도시관리공단.서울시시설관리공단,127.0368611826,37.5718289131,103900095,마을버스
04602,e편한세상금호117동,127.0246821893,37.5526576279,103900131,마을버스
04603,왕십리자이.신당현대아파트,127.0236902472,37.5608470716,103900053,마을버스
04615,중앙슈퍼,127.0665317949,37.5495156648,103900096,마을버스
04648,한신아파트,127.0194077879,37.550758302,103900054,마을버스
04651,금호고등학교,127.0235529542,37.5530983943,103900056,마을버스
04658,극동.풍림아파트,127.0236410045,37.5590448945,103900111,마을버스
04659,GS25,127.0671617628,37.5503046673,103900057,마을버스
04667,중앙병원앞,127.019471524,37.5521279557,103900097,마을버스
04668,도선동사거리,127.0365326655,37.5667675811,103900098,마을버스
04669,논골신협.대림아파트후문,127.0245188619,37.5575119549,103900058,마을버스
04670,송정동자치회관입구,127.0678257351,37.5511350971,103900099,마을버스
04671,성동구청,127.0360410344,37.563354049,103900115,마을버스
04672,논골사거리,127.0247742087,37.5561260191,103900100,마을버스
04674,신금호역,127.0197856168,37.5543355851,103900101,마을버스
04677,성동중앙교회.벽산아파트정문,127.0248775221,37.5530067236,103900017,마을버스
04679,무학중학교.무학여고,127.0332891007,37.5584226161,103900018,마을버스
04680,천은교회.성동청소년상담복지센터,127.0266661363,37.5545919447,103900104,마을버스
04684,금호어린이집,127.0182314515,37.5567429983,103900059,마을버스
04685,행당2동주민센터,127.0304206318,37.5578295691,103900105,마을버스
04686,금봉어린이집.또또와마트,127.028794376,37.5526423775,103900060,마을버스
04691,대경생활과학고등학교,127.0175178242,37.5560687475,103900106,마을버스
04696,대현산체육관입구,127.0297135329,37.5529629395,103900107,마을버스
04697,GS주유소,127.0251253545,37.546811328,103900147,마을버스
04698,대림아파트후문,127.026932687,37.5561715023,103900108,마을버스
04699,상봉노인정앞,127.0302182436,37.5526731081,103900109,마을버스
04700,서울숲푸르지오아파트정문,127.0243937555,37.5452561903,103900110,마을버스
04701,대림상가,127.0344662233,37.553878282,103900127,마을버스
04702,충북상회,127.0310093901,37.5527922994,103900061,마을버스
04706,서울숲푸르지오아파트후문,127.0228036345,37.5435444033,103900062,마을버스
04721,무학여고,127.0338768271,37.5581244034,103000278,일반차로
04722,무학여고,127.0342446422,37.5580995199,103000279,일반차로
04723,응봉사거리,127.0340901941,37.5553018991,103000280,일반차로
04724,응봉사거리,127.0344918986,37.5550801133,103000281,일반차로
04739,응봉역.광희중,127.0344034229,37.5522011423,103900016,마을버스
04740,응봉경로당앞,127.0316939654,37.5523884273,103900015,마을버스
04741,금호초등학교,127.0194943061,37.5526884328,103900163,마을버스
04742,응봉초등학교.대림아파트,127.0331680056,37.5508020956,103900128,마을버스
04743,행당서울숲푸르지오109동앞,127.031801204,37.5543861249,103900014,마을버스
04744,현대공업사앞,127.0324416568,37.5501059259,103900013,마을버스
04745,신동아아파트후문,127.0328358347,37.5546877083,103900012,마을버스
04746,신동아아파트,127.0300981967,37.5497675599,103900011,마을버스
04748,행당서울숲푸르지오상가앞,127.0340186862,37.5555729913,103900119,마을버스
04749,삼성래미안아파트,127.0275591319,37.5483750866,103900148,마을버스
04750,금호사거리,127.0250613034,37.5481765011,103900010,마을버스
04751,금남시장앞.백범학원터,127.0216479967,37.5482744945,103900009,마을버스
04753,왕십리광장.왕십리역7번출구,127.0365162885,37.5610465475,103900154,마을버스
04754,두산상가후문.106동,127.0166850915,37.5493384196,103900135,마을버스
04755,극동아파트7동,127.0126657069,37.543720761,103900008,마을버스
04756,두산아파트113동,127.016075787,37.5505884957,103900007,마을버스
04757,두산아파트109동,127.0166306849,37.54988947,103900006,마을버스
04758,극동아파트4동,127.011588323,37.5435316415,103900005,마을버스
